ID_Detalle,ID_Venta,ID_Producto,Cantidad,Precio_Unitario,Descuento,Subtotal,Impuesto,Total,Fecha_Registro
DET01321,VENT0230,PROD0383,3,21.16,0.21,63.48,4.98,68.25,2025-03-02 05:50:25.190247
DET01322,VENT0230,PROD0116,1,27.81,3.06,27.81,2.51,27.26,2025-03-02 05:50:25.190247
DET01323,VENT0230,PROD0347,2,27.06,0.64,54.12,6.66,60.14,2025-03-02 05:50:25.190247
DET01324,VENT0230,PROD0196,1,14.5,4.13,14.5,2.05,12.42,2025-03-02 05:50:25.190247
DET01325,VENT0231,PROD0073,1,22.97,4.28,22.97,0.62,19.31,2025-02-03 18:32:34.066788
DET01326,VENT0231,PROD0103,2,22.13,0.58,44.26,4.44,48.12,2025-02-03 18:32:34.066788
DET01327,VENT0231,PROD0201,3,19.21,1.77,57.63,5.79,61.65,2025-02-03 18:32:34.066788
DET01328,VENT0231,PROD0490,1,21.09,1.89,21.09,2.11,21.31,2025-02-03 18:32:34.066788
DET01329,VENT0231,PROD0341,3,28.17,0.9,84.51,9.21,92.82,2025-02-03 18:32:34.066788
DET01330,VENT0231,PROD0041,4,20.77,2.62,83.08,8.2,88.66,2025-02-03 18:32:34.066788
DET01331,VENT0231,PROD0463,4,24.62,0.01,98.48,9.32,107.79,2025-02-03 18:32:34.066788
DET01332,VENT0232,PROD0341,3,28.17,3.77,84.51,9.21,89.95,2023-12-20 07:15:44.497616
DET01333,VENT0232,PROD0024,2,26.86,4.29,53.72,2.36,51.79,2023-12-20 07:15:44.497616
DET01334,VENT0232,PROD0135,1,24.43,1.9,24.43,2.22,24.75,2023-12-20 07:15:44.497616
DET01335,VENT0232,PROD0460,4,13.57,0.03,54.28,13.56,67.81,2023-12-20 07:15:44.497616
DET01336,VENT0232,PROD0194,5,27.51,2.87,137.55,15.4,150.08,2023-12-20 07:15:44.497616
DET01337,VENT0232,PROD0482,4,21.51,1.0,86.04,2.68,87.72,2023-12-20 07:15:44.497616
DET01338,VENT0232,PROD0075,3,20.74,3.76,62.22,3.87,62.33,2023-12-20 07:15:44.497616
DET01339,VENT0232,PROD0359,5,27.7,1.04,138.5,16.0,153.46,2023-12-20 07:15:44.497616
DET01340,VENT0232,PROD0004,4,21.82,0.48,87.28,10.0,96.8,2023-12-20 07:15:44.497616
DET01341,VENT0233,PROD0267,4,23.85,3.78,95.4,13.56,105.18,2024-11-19 18:54:59.679284
DET01342,VENT0234,PROD0459,4,29.42,0.56,117.68,9.4,126.52,2024-08-17 19:28:26.664992
DET01343,VENT0234,PROD0005,4,30.31,3.66,121.24,10.32,127.9,2024-08-17 19:28:26.664992
DET01344,VENT0234,PROD0397,5,15.64,1.09,78.2,10.9,88.01,2024-08-17 19:28:26.664992
DET01345,VENT0235,PROD0376,3,23.62,1.51,70.86,2.64,71.99,2023-11-26 22:34:13.234477
DET01346,VENT0235,PROD0100,5,31.5,1.53,157.5,11.85,167.82,2023-11-26 22:34:13.234477
DET01347,VENT0235,PROD0092,3,15.4,3.61,46.2,2.61,45.2,2023-11-26 22:34:13.234477
DET01348,VENT0235,PROD0015,1,18.4,2.98,18.4,2.91,18.33,2023-11-26 22:34:13.234477
DET01349,VENT0236,PROD0227,3,22.67,2.45,68.01,4.11,69.67,2024-04-05 06:29:35.700829
DET01350,VENT0236,PROD0004,2,21.82,3.26,43.64,5.0,45.38,2024-04-05 06:29:35.700829
DET01351,VENT0236,PROD0487,4,26.39,1.09,105.56,2.92,107.39,2024-04-05 06:29:35.700829
DET01352,VENT0236,PROD0281,4,19.15,0.47,76.6,6.04,82.17,2024-04-05 06:29:35.700829
DET01353,VENT0236,PROD0240,1,17.52,0.13,17.52,3.1,20.49,2024-04-05 06:29:35.700829
DET01354,VENT0237,PROD0105,4,27.03,4.84,108.12,7.24,110.52,2025-05-21 05:41:24.920181
DET01355,VENT0237,PROD0355,1,30.15,1.28,30.15,2.09,30.96,2025-05-21 05:41:24.920181
DET01356,VENT0238,PROD0118,1,18.56,4.63,18.56,0.67,14.6,2024-11-02 05:54:34.015544
DET01357,VENT0238,PROD0139,1,18.49,2.84,18.49,3.45,19.1,2024-11-02 05:54:34.015544
DET01358,VENT0239,PROD0400,5,20.93,0.2,104.65,2.65,107.1,2025-04-01 19:24:26.221940
DET01359,VENT0239,PROD0179,4,15.52,2.52,62.08,9.96,69.52,2025-04-01 19:24:26.221940
DET01360,VENT0239,PROD0476,2,20.15,3.68,40.3,4.8,41.42,2025-04-01 19:24:26.221940
DET01361,VENT0239,PROD0316,5,18.28,4.04,91.4,7.25,94.61,2025-04-01 19:24:26.221940
DET01362,VENT0240,PROD0330,3,19.58,4.7,58.74,6.3,60.34,2023-12-10 04:58:33.510062
DET01363,VENT0240,PROD0316,4,18.28,3.12,73.12,5.8,75.8,2023-12-10 04:58:33.510062
DET01364,VENT0240,PROD0419,2,26.22,4.1,52.44,4.04,52.38,2023-12-10 04:58:33.510062
DET01365,VENT0241,PROD0029,4,19.72,3.5,78.88,3.2,78.58,2025-03-25 03:33:53.075787
DET01366,VENT0241,PROD0352,4,14.33,4.9,57.32,6.24,58.66,2025-03-25 03:33:53.075787
DET01367,VENT0241,PROD0191,2,18.61,3.58,37.22,5.82,39.46,2025-03-25 03:33:53.075787
DET01368,VENT0241,PROD0488,5,27.28,3.59,136.4,15.1,147.91,2025-03-25 03:33:53.075787
DET01369,VENT0242,PROD0339,5,15.4,4.35,77.0,12.45,85.1,2025-04-19 20:31:59.054792
DET01370,VENT0242,PROD0248,2,17.57,3.42,35.14,2.38,34.1,2025-04-19 20:31:59.054792
DET01371,VENT0243,PROD0489,4,27.88,0.12,111.52,11.28,122.68,2024-05-19 06:34:11.635166
DET01372,VENT0244,PROD0026,5,23.72,4.45,118.6,7.0,121.15,2024-10-07 08:19:57.788175
DET01373,VENT0244,PROD0285,5,28.52,3.66,142.6,15.85,154.79,2024-10-07 08:19:57.788175
DET01374,VENT0244,PROD0207,3,15.48,0.07,46.44,7.05,53.42,2024-10-07 08:19:57.788175
DET01375,VENT0244,PROD0194,3,27.51,2.17,82.53,9.24,89.6,2024-10-07 08:19:57.788175
DET01376,VENT0244,PROD0037,2,17.27,1.39,34.54,5.5,38.65,2024-10-07 08:19:57.788175
DET01377,VENT0245,PROD0260,1,25.15,1.93,25.15,1.2,24.42,2024-08-11 23:28:45.100897
DET01378,VENT0245,PROD0026,5,23.72,1.52,118.6,7.0,124.08,2024-08-11 23:28:45.100897
DET01379,VENT0245,PROD0063,1,16.6,3.23,16.6,2.61,15.98,2024-08-11 23:28:45.100897
DET01380,VENT0245,PROD0207,1,15.48,0.54,15.48,2.35,17.29,2024-08-11 23:28:45.100897
DET01381,VENT0246,PROD0177,2,20.97,1.81,41.94,3.68,43.81,2025-01-16 04:39:34.343570
DET01382,VENT0246,PROD0086,3,25.28,4.21,75.84,1.95,73.58,2025-01-16 04:39:34.343570
DET01383,VENT0247,PROD0445,4,18.32,3.43,73.28,13.0,82.85,2023-12-16 22:45:09.030777
DET01384,VENT0247,PROD0428,5,17.88,2.57,89.4,11.2,98.03,2023-12-16 22:45:09.030777
DET01385,VENT0247,PROD0297,4,20.07,2.7,80.28,2.16,79.74,2023-12-16 22:45:09.030777
DET01386,VENT0247,PROD0269,5,18.98,3.11,94.9,11.35,103.14,2023-12-16 22:45:09.030777
DET01387,VENT0247,PROD0352,3,14.33,0.33,42.99,4.68,47.34,2023-12-16 22:45:09.030777
DET01388,VENT0247,PROD0376,3,23.62,0.45,70.86,2.64,73.05,2023-12-16 22:45:09.030777
DET01389,VENT0247,PROD0423,5,19.68,4.48,98.4,14.4,108.32,2023-12-16 22:45:09.030777
DET01390,VENT0247,PROD0096,4,17.85,1.49,71.4,10.76,80.67,2023-12-16 22:45:09.030777
DET01391,VENT0248,PROD0158,1,32.27,2.77,32.27,3.23,32.73,2023-06-23 21:59:36.747701
DET01392,VENT0248,PROD0033,3,16.54,0.42,49.62,4.44,53.64,2023-06-23 21:59:36.747701
DET01393,VENT0248,PROD0186,3,22.53,4.46,67.59,8.7,71.83,2023-06-23 21:59:36.747701
DET01394,VENT0248,PROD0385,4,21.06,0.12,84.24,9.72,93.84,2023-06-23 21:59:36.747701
DET01395,VENT0249,PROD0464,4,20.31,2.3,81.24,8.52,87.46,2023-12-02 05:18:11.091645
DET01396,VENT0249,PROD0321,4,15.99,4.67,63.96,12.28,71.57,2023-12-02 05:18:11.091645
DET01397,VENT0249,PROD0329,1,18.33,0.14,18.33,2.28,20.47,2023-12-02 05:18:11.091645
DET01398,VENT0249,PROD0076,1,26.84,2.05,26.84,2.06,26.85,2023-12-02 05:18:11.091645
DET01399,VENT0249,PROD0152,2,17.48,4.52,34.96,4.58,35.02,2023-12-02 05:18:11.091645
DET01400,VENT0250,PROD0046,1,25.91,0.82,25.91,0.91,26.0,2023-05-29 17:11:11.305720
DET01401,VENT0250,PROD0191,2,18.61,1.78,37.22,5.82,41.26,2023-05-29 17:11:11.305720
DET01402,VENT0250,PROD0005,3,30.31,2.98,90.93,7.74,95.69,2023-05-29 17:11:11.305720
DET01403,VENT0250,PROD0073,2,22.97,3.35,45.94,1.24,43.83,2023-05-29 17:11:11.305720
DET01404,VENT0250,PROD0159,1,20.33,2.39,20.33,0.93,18.87,2023-05-29 17:11:11.305720
DET01405,VENT0250,PROD0157,2,23.65,1.07,47.3,5.44,51.67,2023-05-29 17:11:11.305720
DET01406,VENT0250,PROD0344,3,26.16,0.03,78.48,8.4,86.85,2023-05-29 17:11:11.305720
DET01407,VENT0250,PROD0449,2,21.45,1.61,42.9,5.24,46.53,2023-05-29 17:11:11.305720
DET01408,VENT0250,PROD0105,5,27.03,4.81,135.15,9.05,139.39,2023-05-29 17:11:11.305720
DET01409,VENT0250,PROD0120,1,23.15,4.35,23.15,2.41,21.21,2023-05-29 17:11:11.305720
DET01410,VENT0251,PROD0207,1,15.48,2.98,15.48,2.35,14.85,2025-04-21 18:33:23.667238
DET01411,VENT0251,PROD0136,1,25.19,1.94,25.19,1.36,24.61,2025-04-21 18:33:23.667238
DET01412,VENT0251,PROD0343,5,22.17,0.56,110.85,16.65,126.94,2025-04-21 18:33:23.667238
DET01413,VENT0251,PROD0453,1,18.97,3.23,18.97,2.67,18.41,2025-04-21 18:33:23.667238
DET01414,VENT0251,PROD0119,2,20.57,1.77,41.14,3.74,43.11,2025-04-21 18:33:23.667238
DET01415,VENT0251,PROD0303,4,20.84,4.41,83.36,9.96,88.91,2025-04-21 18:33:23.667238
DET01416,VENT0252,PROD0321,5,15.99,3.42,79.95,15.35,91.88,2024-07-09 23:33:41.603730
DET01417,VENT0252,PROD0300,1,17.64,2.06,17.64,1.76,17.34,2024-07-09 23:33:41.603730
DET01418,VENT0252,PROD0141,1,22.79,4.0,22.79,3.08,21.87,2024-07-09 23:33:41.603730
DET01419,VENT0252,PROD0241,4,15.47,2.73,61.88,6.88,66.03,2024-07-09 23:33:41.603730
DET01420,VENT0252,PROD0091,5,27.49,3.63,137.45,4.7,138.52,2024-07-09 23:33:41.603730
DET01421,VENT0252,PROD0393,2,14.82,0.78,29.64,1.1,29.96,2024-07-09 23:33:41.603730
DET01422,VENT0252,PROD0012,1,14.35,1.83,14.35,1.09,13.61,2024-07-09 23:33:41.603730
DET01423,VENT0253,PROD0466,5,30.23,3.88,151.15,4.15,151.42,2025-02-09 11:00:54.973688
DET01424,VENT0253,PROD0423,1,19.68,0.36,19.68,2.88,22.2,2025-02-09 11:00:54.973688
DET01425,VENT0253,PROD0299,1,18.7,2.72,18.7,2.8,18.78,2025-02-09 11:00:54.973688
DET01426,VENT0253,PROD0071,2,16.51,1.1,33.02,5.36,37.28,2025-02-09 11:00:54.973688
DET01427,VENT0253,PROD0199,2,19.67,0.89,39.34,2.1,40.55,2025-02-09 11:00:54.973688
DET01428,VENT0254,PROD0376,2,23.62,3.12,47.24,1.76,45.88,2025-02-01 04:38:46.473700
DET01429,VENT0254,PROD0378,4,20.69,3.59,82.76,8.8,87.97,2025-02-01 04:38:46.473700
DET01430,VENT0254,PROD0266,5,25.3,3.88,126.5,11.95,134.57,2025-02-01 04:38:46.473700
DET01431,VENT0254,PROD0122,4,23.9,0.9,95.6,6.6,101.3,2025-02-01 04:38:46.473700
DET01432,VENT0254,PROD0095,2,15.8,2.58,31.6,3.86,32.88,2025-02-01 04:38:46.473700
DET01433,VENT0255,PROD0478,5,21.0,1.75,105.0,12.8,116.05,2023-11-20 19:25:21.566928
DET01434,VENT0255,PROD0240,1,17.52,0.51,17.52,3.1,20.11,2023-11-20 19:25:21.566928
DET01435,VENT0255,PROD0128,1,17.92,2.27,17.92,1.92,17.57,2023-11-20 19:25:21.566928
DET01436,VENT0255,PROD0035,4,14.6,3.04,58.4,2.44,57.8,2023-11-20 19:25:21.566928
DET01437,VENT0255,PROD0108,1,21.83,1.66,21.83,2.77,22.94,2023-11-20 19:25:21.566928
DET01438,VENT0255,PROD0482,1,21.51,2.15,21.51,0.67,20.03,2023-11-20 19:25:21.566928
DET01439,VENT0255,PROD0054,2,17.37,1.54,34.74,1.08,34.28,2023-11-20 19:25:21.566928
DET01440,VENT0255,PROD0136,3,25.19,3.91,75.57,4.08,75.74,2023-11-20 19:25:21.566928
DET01441,VENT0255,PROD0144,3,16.57,4.26,49.71,1.53,46.98,2023-11-20 19:25:21.566928
DET01442,VENT0255,PROD0319,1,21.47,1.9,21.47,1.34,20.91,2023-11-20 19:25:21.566928
DET01443,VENT0256,PROD0490,1,21.09,2.74,21.09,2.11,20.46,2024-04-10 10:36:46.630458
DET01444,VENT0257,PROD0020,4,29.92,3.54,119.68,5.36,121.5,2024-09-20 03:14:30.429418
DET01445,VENT0257,PROD0385,5,21.06,3.48,105.3,12.15,113.97,2024-09-20 03:14:30.429418
DET01446,VENT0257,PROD0032,1,27.14,4.09,27.14,3.46,26.51,2024-09-20 03:14:30.429418
DET01447,VENT0257,PROD0183,2,27.32,1.42,54.64,1.34,54.56,2024-09-20 03:14:30.429418
DET01448,VENT0257,PROD0139,2,18.49,3.74,36.98,6.9,40.14,2024-09-20 03:14:30.429418
DET01449,VENT0258,PROD0175,2,20.12,0.58,40.24,1.0,40.66,2025-01-03 14:32:34.309493
DET01450,VENT0258,PROD0211,3,23.51,0.59,70.53,6.24,76.18,2025-01-03 14:32:34.309493
DET01451,VENT0258,PROD0115,2,14.05,1.77,28.1,4.98,31.31,2025-01-03 14:32:34.309493
DET01452,VENT0258,PROD0036,5,26.26,1.11,131.3,8.75,138.94,2025-01-03 14:32:34.309493
DET01453,VENT0258,PROD0447,5,31.89,0.38,159.45,12.15,171.22,2025-01-03 14:32:34.309493
DET01454,VENT0258,PROD0349,3,24.54,2.35,73.62,4.53,75.8,2025-01-03 14:32:34.309493
DET01455,VENT0259,PROD0002,4,19.96,3.15,79.84,4.6,81.29,2023-08-30 15:03:39.565460
DET01456,VENT0259,PROD0277,3,13.49,0.61,40.47,6.87,46.73,2023-08-30 15:03:39.565460
DET01457,VENT0259,PROD0355,5,30.15,3.82,150.75,10.45,157.38,2023-08-30 15:03:39.565460
DET01458,VENT0259,PROD0184,4,20.85,1.75,83.4,7.92,89.57,2023-08-30 15:03:39.565460
DET01459,VENT0259,PROD0085,1,22.89,3.74,22.89,0.72,19.87,2023-08-30 15:03:39.565460
DET01460,VENT0259,PROD0025,1,26.85,4.8,26.85,2.72,24.77,2023-08-30 15:03:39.565460
DET01461,VENT0259,PROD0440,1,24.43,3.77,24.43,1.35,22.01,2023-08-30 15:03:39.565460
DET01462,VENT0260,PROD0303,5,20.84,4.47,104.2,12.45,112.18,2025-01-06 19:08:21.087188
DET01463,VENT0261,PROD0105,5,27.03,1.55,135.15,9.05,142.65,2025-04-09 20:49:11.585084
DET01464,VENT0261,PROD0043,1,22.38,4.03,22.38,1.76,20.11,2025-04-09 20:49:11.585084
DET01465,VENT0261,PROD0373,1,11.85,4.64,11.85,1.55,8.76,2025-04-09 20:49:11.585084
DET01466,VENT0261,PROD0204,3,20.48,1.43,61.44,4.26,64.27,2025-04-09 20:49:11.585084
DET01467,VENT0261,PROD0127,1,18.03,2.09,18.03,0.62,16.56,2025-04-09 20:49:11.585084
DET01468,VENT0261,PROD0140,5,24.78,1.19,123.9,15.55,138.26,2025-04-09 20:49:11.585084
DET01469,VENT0261,PROD0400,5,20.93,4.67,104.65,2.65,102.63,2025-04-09 20:49:11.585084
DET01470,VENT0262,PROD0335,3,16.39,3.36,49.17,8.61,54.42,2025-04-16 06:38:13.001463
DET01471,VENT0263,PROD0171,2,16.83,4.8,33.66,4.4,33.26,2025-02-03 07:13:02.204895
DET01472,VENT0263,PROD0233,4,13.07,0.53,52.28,8.32,60.07,2025-02-03 07:13:02.204895
DET01473,VENT0263,PROD0375,3,13.98,3.3,41.94,2.46,41.1,2025-02-03 07:13:02.204895
DET01474,VENT0263,PROD0474,5,28.25,1.88,141.25,16.1,155.47,2025-02-03 07:13:02.204895
DET01475,VENT0263,PROD0332,5,24.11,0.59,120.55,8.5,128.46,2025-02-03 07:13:02.204895
DET01476,VENT0264,PROD0298,1,16.1,3.54,16.1,2.29,14.85,2024-10-28 22:52:46.511548
DET01477,VENT0264,PROD0485,1,18.46,4.32,18.46,2.39,16.53,2024-10-28 22:52:46.511548
DET01478,VENT0264,PROD0247,3,26.69,3.8,80.07,6.48,82.75,2024-10-28 22:52:46.511548
DET01479,VENT0264,PROD0393,2,14.82,0.12,29.64,1.1,30.62,2024-10-28 22:52:46.511548
DET01480,VENT0265,PROD0225,3,21.01,0.68,63.03,2.58,64.93,2023-12-07 21:18:05.702189
DET01481,VENT0266,PROD0225,2,21.01,1.17,42.02,1.72,42.57,2024-10-20 11:19:40.206522
DET01482,VENT0266,PROD0216,3,22.33,3.89,66.99,6.3,69.4,2024-10-20 11:19:40.206522
DET01483,VENT0266,PROD0012,5,14.35,0.55,71.75,5.45,76.65,2024-10-20 11:19:40.206522
DET01484,VENT0266,PROD0286,5,25.48,0.42,127.4,6.15,133.13,2024-10-20 11:19:40.206522
DET01485,VENT0267,PROD0045,1,19.17,2.97,19.17,1.21,17.41,2024-02-13 23:51:41.986004
DET01486,VENT0267,PROD0068,5,24.04,1.81,120.2,4.4,122.79,2024-02-13 23:51:41.986004
DET01487,VENT0267,PROD0198,2,24.33,3.41,48.66,6.26,51.51,2024-02-13 23:51:41.986004
DET01488,VENT0267,PROD0281,1,19.15,4.9,19.15,1.51,15.76,2024-02-13 23:51:41.986004
DET01489,VENT0267,PROD0331,3,28.21,3.88,84.63,4.2,84.95,2024-02-13 23:51:41.986004
DET01490,VENT0267,PROD0270,3,22.07,1.62,66.21,3.9,68.49,2024-02-13 23:51:41.986004
DET01491,VENT0267,PROD0300,3,17.64,3.31,52.92,5.28,54.89,2024-02-13 23:51:41.986004
DET01492,VENT0267,PROD0072,3,22.96,4.66,68.88,7.35,71.57,2024-02-13 23:51:41.986004
DET01493,VENT0267,PROD0417,5,27.32,0.66,136.6,9.5,145.44,2024-02-13 23:51:41.986004
DET01494,VENT0268,PROD0244,1,16.53,0.8,16.53,1.0,16.73,2024-12-02 00:42:14.417712
DET01495,VENT0269,PROD0498,3,26.42,1.83,79.26,6.96,84.39,2025-03-13 19:05:27.904452
DET01496,VENT0269,PROD0299,4,18.7,2.7,74.8,11.2,83.3,2025-03-13 19:05:27.904452
DET01497,VENT0269,PROD0100,3,31.5,1.63,94.5,7.11,99.98,2025-03-13 19:05:27.904452
DET01498,VENT0269,PROD0250,3,18.22,2.33,54.66,9.99,62.32,2025-03-13 19:05:27.904452
DET01499,VENT0269,PROD0249,3,13.04,2.05,39.12,8.43,45.5,2025-03-13 19:05:27.904452
DET01500,VENT0269,PROD0379,5,21.96,0.46,109.8,11.9,121.24,2025-03-13 19:05:27.904452
DET01501,VENT0270,PROD0189,2,29.07,4.18,58.14,4.32,58.28,2023-06-07 15:55:27.724402
DET01502,VENT0270,PROD0458,3,23.33,1.72,69.99,3.63,71.9,2023-06-07 15:55:27.724402
DET01503,VENT0270,PROD0297,2,20.07,4.43,40.14,1.08,36.79,2023-06-07 15:55:27.724402
DET01504,VENT0270,PROD0332,3,24.11,0.75,72.33,5.1,76.68,2023-06-07 15:55:27.724402
DET01505,VENT0270,PROD0397,4,15.64,0.33,62.56,8.72,70.95,2023-06-07 15:55:27.724402
DET01506,VENT0270,PROD0475,5,28.46,1.36,142.3,8.55,149.49,2023-06-07 15:55:27.724402
DET01507,VENT0271,PROD0061,3,19.71,0.12,59.13,5.19,64.2,2024-02-03 18:41:47.137768
DET01508,VENT0271,PROD0395,4,16.55,0.11,66.2,13.4,79.49,2024-02-03 18:41:47.137768
DET01509,VENT0271,PROD0456,5,23.75,2.54,118.75,5.1,121.31,2024-02-03 18:41:47.137768
DET01510,VENT0272,PROD0453,4,18.97,1.42,75.88,10.68,85.14,2023-06-02 09:18:26.866622
DET01511,VENT0272,PROD0073,1,22.97,0.98,22.97,0.62,22.61,2023-06-02 09:18:26.866622
DET01512,VENT0272,PROD0167,5,22.94,2.94,114.7,16.05,127.81,2023-06-02 09:18:26.866622
DET01513,VENT0272,PROD0311,5,31.72,0.29,158.6,6.8,165.11,2023-06-02 09:18:26.866622
DET01514,VENT0272,PROD0392,1,25.7,3.96,25.7,1.73,23.47,2023-06-02 09:18:26.866622
DET01515,VENT0272,PROD0227,4,22.67,1.63,90.68,5.48,94.53,2023-06-02 09:18:26.866622
DET01516,VENT0272,PROD0438,4,29.89,2.39,119.56,10.32,127.49,2023-06-02 09:18:26.866622
DET01517,VENT0272,PROD0373,4,11.85,0.98,47.4,6.2,52.62,2023-06-02 09:18:26.866622
DET01518,VENT0272,PROD0186,2,22.53,3.82,45.06,5.8,47.04,2023-06-02 09:18:26.866622
DET01519,VENT0273,PROD0028,3,21.78,2.33,65.34,6.96,69.97,2023-11-09 09:05:39.023409
DET01520,VENT0273,PROD0410,4,17.6,1.13,70.4,2.92,72.19,2023-11-09 09:05:39.023409
DET01521,VENT0273,PROD0033,4,16.54,1.15,66.16,5.92,70.93,2023-11-09 09:05:39.023409
DET01522,VENT0274,PROD0199,3,19.67,4.32,59.01,3.15,57.84,2023-09-04 06:04:27.241729
DET01523,VENT0274,PROD0045,4,19.17,4.33,76.68,4.84,77.19,2023-09-04 06:04:27.241729
DET01524,VENT0274,PROD0415,4,24.13,4.11,96.52,13.0,105.41,2023-09-04 06:04:27.241729
DET01525,VENT0274,PROD0196,1,14.5,2.01,14.5,2.05,14.54,2023-09-04 06:04:27.241729
DET01526,VENT0275,PROD0433,3,15.53,1.44,46.59,4.41,49.56,2024-02-14 05:13:32.840632
DET01527,VENT0275,PROD0093,1,24.93,4.36,24.93,1.11,21.68,2024-02-14 05:13:32.840632
DET01528,VENT0275,PROD0286,3,25.48,0.64,76.44,3.69,79.49,2024-02-14 05:13:32.840632
DET01529,VENT0275,PROD0460,4,13.57,2.16,54.28,13.56,65.68,2024-02-14 05:13:32.840632
DET01530,VENT0275,PROD0194,4,27.51,2.38,110.04,12.32,119.98,2024-02-14 05:13:32.840632
DET01531,VENT0275,PROD0499,4,22.98,4.43,91.92,8.56,96.05,2024-02-14 05:13:32.840632
DET01532,VENT0275,PROD0304,1,23.35,1.91,23.35,1.36,22.8,2024-02-14 05:13:32.840632
DET01533,VENT0275,PROD0144,1,16.57,0.26,16.57,0.51,16.82,2024-02-14 05:13:32.840632
DET01534,VENT0275,PROD0122,1,23.9,4.09,23.9,1.65,21.46,2024-02-14 05:13:32.840632
DET01535,VENT0276,PROD0231,4,21.13,2.65,84.52,13.6,95.47,2024-05-24 00:35:35.155112
DET01536,VENT0276,PROD0251,2,22.64,2.06,45.28,1.92,45.14,2024-05-24 00:35:35.155112
DET01537,VENT0276,PROD0215,5,20.81,3.11,104.05,4.55,105.49,2024-05-24 00:35:35.155112
DET01538,VENT0276,PROD0132,4,20.68,2.86,82.72,9.6,89.46,2024-05-24 00:35:35.155112
DET01539,VENT0277,PROD0366,5,18.8,3.23,94.0,8.1,98.87,2023-12-16 07:27:32.327199
DET01540,VENT0277,PROD0493,4,15.67,1.87,62.68,6.12,66.93,2023-12-16 07:27:32.327199
DET01541,VENT0277,PROD0251,4,22.64,2.16,90.56,3.84,92.24,2023-12-16 07:27:32.327199
DET01542,VENT0277,PROD0330,4,19.58,2.27,78.32,8.4,84.45,2023-12-16 07:27:32.327199
DET01543,VENT0277,PROD0237,5,21.93,2.07,109.65,3.8,111.38,2023-12-16 07:27:32.327199
DET01544,VENT0277,PROD0304,3,23.35,3.33,70.05,4.08,70.8,2023-12-16 07:27:32.327199
DET01545,VENT0277,PROD0148,5,24.01,4.28,120.05,8.05,123.82,2023-12-16 07:27:32.327199
DET01546,VENT0277,PROD0292,5,23.34,1.23,116.7,9.0,124.47,2023-12-16 07:27:32.327199
DET01547,VENT0277,PROD0465,5,27.25,4.83,136.25,2.9,134.32,2023-12-16 07:27:32.327199
DET01548,VENT0277,PROD0129,1,28.5,3.84,28.5,0.73,25.39,2023-12-16 07:27:32.327199
DET01549,VENT0278,PROD0329,3,18.33,4.8,54.99,6.84,57.03,2023-06-09 17:31:20.598031
DET01550,VENT0278,PROD0477,2,27.14,0.99,54.28,3.84,57.13,2023-06-09 17:31:20.598031
DET01551,VENT0278,PROD0068,1,24.04,1.35,24.04,0.88,23.57,2023-06-09 17:31:20.598031
DET01552,VENT0278,PROD0319,2,21.47,2.13,42.94,2.68,43.49,2023-06-09 17:31:20.598031
DET01553,VENT0278,PROD0396,3,15.93,4.64,47.79,8.82,51.97,2023-06-09 17:31:20.598031
DET01554,VENT0279,PROD0121,3,14.43,4.81,43.29,5.22,43.7,2025-01-20 23:32:28.913366
DET01555,VENT0279,PROD0117,5,23.43,4.83,117.15,6.3,118.62,2025-01-20 23:32:28.913366
DET01556,VENT0280,PROD0073,2,22.97,0.84,45.94,1.24,46.34,2024-06-15 14:43:58.847323
DET01557,VENT0280,PROD0490,3,21.09,4.51,63.27,6.33,65.09,2024-06-15 14:43:58.847323
DET01558,VENT0280,PROD0089,4,18.02,2.13,72.08,13.28,83.23,2024-06-15 14:43:58.847323
DET01559,VENT0280,PROD0452,3,18.74,0.49,56.22,9.78,65.51,2024-06-15 14:43:58.847323
DET01560,VENT0281,PROD0192,4,30.74,2.1,122.96,13.72,134.58,2025-02-20 15:31:16.798432
DET01561,VENT0282,PROD0296,1,26.08,2.14,26.08,1.12,25.06,2024-06-26 02:44:39.044840
DET01562,VENT0282,PROD0005,2,30.31,2.77,60.62,5.16,63.01,2024-06-26 02:44:39.044840
DET01563,VENT0282,PROD0407,4,25.79,0.85,103.16,9.48,111.79,2024-06-26 02:44:39.044840
DET01564,VENT0282,PROD0414,4,19.06,4.11,76.24,2.16,74.29,2024-06-26 02:44:39.044840
DET01565,VENT0282,PROD0079,2,19.74,2.56,39.48,2.68,39.6,2024-06-26 02:44:39.044840
DET01566,VENT0282,PROD0126,1,30.39,3.4,30.39,1.27,28.26,2024-06-26 02:44:39.044840
DET01567,VENT0282,PROD0059,4,20.88,1.53,83.52,6.88,88.87,2024-06-26 02:44:39.044840
DET01568,VENT0282,PROD0387,2,31.56,3.12,63.12,3.84,63.84,2024-06-26 02:44:39.044840
DET01569,VENT0283,PROD0456,5,23.75,1.3,118.75,5.1,122.55,2024-11-15 09:08:50.365274
DET01570,VENT0283,PROD0139,1,18.49,2.59,18.49,3.45,19.35,2024-11-15 09:08:50.365274
DET01571,VENT0283,PROD0364,5,26.08,1.24,130.4,4.9,134.06,2024-11-15 09:08:50.365274
DET01572,VENT0283,PROD0356,1,24.82,3.84,24.82,1.9,22.88,2024-11-15 09:08:50.365274
DET01573,VENT0283,PROD0473,1,29.37,2.2,29.37,0.86,28.03,2024-11-15 09:08:50.365274
